user,game
399,393
399,1211
399,284
399,888
399,363
399,302
399,1088
399,233
399,1278
399,1294
399,51
399,886
399,152
399,645
399,1060
399,1274
399,23
399,604
399,1271
399,85
399,126
399,177
399,649
399,738
399,1344
399,855
399,1086
399,870
399,104
399,650
399,1082
399,286
399,703
399,741
399,380
399,1347
399,1195
399,1059
399,53
399,1080
399,568
399,1121
399,729
399,379
399,1345
399,28
399,29
399,30
399,38
399,40
399,95
399,96
399,97
399,98
399,99
399,108
399,135
399,136
399,138
399,139
399,140
399,160
399,161
399,162
399,163
399,167
399,94
399,259
399,271
399,274
399,275
399,316
399,317
399,336
399,349
399,362
399,368
399,374
399,381
399,452
399,454
399,455
399,456
399,457
399,459
399,460
399,461
399,507
399,528
399,529
399,530
399,533
399,535
399,531
399,532
399,585
399,586
399,587
399,588
399,590
399,598
399,618
399,619
399,634
399,640
399,707
399,708
399,732
399,746
399,770
399,771
399,811
399,813
399,812
399,854
399,905
399,906
399,907
399,908
399,916
399,967
399,978
399,1031
399,1076
399,1078
399,1077
399,1079
399,1083
399,1087
399,1081
399,1084
399,1085
399,1197
399,1212
399,1214
399,1281
399,1285
399,1286
399,1287
399,1346
399,1380
399,1381
399,1382
1181,365
1181,257
1181,959
1181,966
1181,879
1181,1138
1181,58
1181,1144
1181,816
1181,1331
1181,483
1181,486
1181,822
1181,1299
211,198
211,190
211,1041
211,200
211,680
211,197
211,189
211,374
211,199
211,1042
404,753
404,242
404,406
404,244
404,1383
404,1148
404,1024
404,1025
404,1262
404,119
404,67
404,724
404,1331
404,1015
404,1339
404,64
404,606
404,1338
404,933
404,44
404,583
404,765
404,845
404,1107
404,103
404,259
404,442
404,507
404,607
404,245
404,935
404,623
404,910
404,1228
404,23
404,344
404,558
404,726
404,257
404,233
404,234
404,327
404,300
404,45
404,60
404,1311
404,1011
404,854
404,1144
404,784
404,361
404,796
404,4
404,1111
404,702
404,1199
404,246
404,909
404,1200
404,1138
404,62
404,866
404,689
404,61
404,1198
404,560
404,562
404,65
404,66
404,71
404,183
404,184
404,243
404,363
404,561
404,587
404,626
404,691
404,692
404,693
404,694
404,695
404,696
404,697
404,699
404,725
404,727
404,754
404,904
404,1384
473,866
473,361
473,1015
473,103
473,223
473,330
473,950
473,1228
473,1282
473,15
473,650
473,558
473,1129
473,823
473,854
473,659
473,363
473,562
473,649
473,795
756,1170
756,1015
756,103
756,462
756,21
756,943
756,922
756,153
756,770
756,283
756,1299
756,365
756,375
756,789
756,1177
756,1148
756,855
756,900
756,518
756,741
756,637
756,436
756,1121
756,298
756,316
756,273
756,495
756,748
756,181
756,718
756,719
756,717
756,854
756,1010
328,259
328,559
328,284
328,649
328,35
328,374
328,1036
328,854
328,308
328,562
1346,15
1346,1331
1346,1247
1346,57
1346,981
1346,365
1346,1134
1346,774
1346,935
1346,1074
1346,715
1346,469
1346,959
1346,827
1641,507
1641,257
1641,1132
1641,1362
1641,912
1641,1287
1641,879
1641,6
1641,24
1641,43
1641,44
1641,45
1641,10
1641,58
1641,59
1641,63
1641,86
1641,150
1641,182
1641,185
1641,218
1641,248
1641,258
1641,265
1641,269
1641,327
1641,351
1641,369
1641,370
1641,371
1641,383
1641,378
1641,389
1641,422
1641,423
1641,395
1641,433
1641,446
1641,447
1641,467
1641,469
1641,476
1641,482
1641,484
1641,489
1641,524
1641,527
1641,549
1641,571
1641,583
1641,647
1641,662
1641,676
1641,701
1641,706
1641,734
1641,764
1641,774
1641,786
1641,822
1641,827
1641,835
1641,845
1641,860
1641,875
1641,881
1641,892
1641,895
1641,900
1641,924
1641,927
1641,935
1641,947
1641,951
1641,968
1641,994
1641,1067
1641,1074
1641,1075
1641,1112
1641,1117
1641,1118
1641,1122
1641,1130
1641,1138
1641,1155
1641,1176
1641,1178
1641,1190
1641,1227
1641,1240
1641,1241
1641,1276
1641,1299
1641,1310
1641,1317
1641,1335
1641,1336
1641,1330
1641,1331
1641,1364
1641,1385
1178,753
1178,257
1178,1144
1178,1170
1178,755
1178,736
1178,258
1178,1299
1178,79
1178,650
1178,950
1178,222
1178,533
1178,939
1178,1063
1178,855
1178,680
1178,1148
1178,530
1178,854
1178,926
1178,649
1178,566
1178,567
1178,254
1178,363
1178,535
1178,1145
1178,531
1178,561
1178,308
1178,307
1178,259
1178,532
1178,559
1178,560
1178,558
1178,557
1178,21
1178,81
1178,255
1178,256
1178,271
1178,273
1178,274
1178,275
1178,323
1178,417
1178,518
1178,562
1178,564
1178,565
1178,586
1178,590
1178,721
1178,722
1178,754
1178,826
1178,815
1178,879
1178,935
1178,1173
1178,1273
1178,1335
482,707
482,79
482,641
482,284
482,110
482,302
482,1271
482,1344
482,365
482,28
482,301
482,1247
482,106
482,642
482,152
482,706
482,153
482,135
482,1346
482,107
482,38
482,216
482,462
482,359
482,1020
482,1214
482,1049
482,854
482,794
482,1257
482,770
482,855
482,681
482,523
482,1217
482,1277
482,602
482,1347
482,1052
482,1249
482,436
482,1278
482,1254
482,136
482,513
482,1051
482,1050
482,958
482,29
482,108
482,112
482,113
482,114
482,160
482,161
482,162
482,163
482,524
482,1248
482,1250
482,1255
482,1256
482,1251
482,1252
482,1253
482,1258
482,1345
58,1263
58,1262
58,406
58,1015
58,1170
58,1214
58,721
58,1215
58,707
58,1383
58,708
58,452
58,1217
58,500
58,1168
58,1260
58,442
58,408
58,368
58,51
58,866
58,135
58,108
58,558
58,326
58,1024
58,462
58,1012
58,1011
58,297
58,244
58,553
58,349
58,882
58,1247
58,34
58,593
58,855
58,1360
58,316
58,137
58,1094
58,103
58,907
58,47
58,732
58,1211
58,561
58,845
58,1144
58,273
58,317
58,1083
58,1054
58,842
58,271
58,722
58,770
58,729
58,504
58,808
58,306
58,210
58,1025
58,854
58,259
58,429
58,334
58,430
58,136
58,267
58,567
58,1060
58,560
58,46
58,28
58,431
58,85
58,789
58,1128
58,1230
58,1371
58,645
58,650
58,153
58,1358
58,254
58,564
58,421
58,397
58,1353
58,311
58,1303
58,1337
58,1177
58,1274
58,454
58,1080
58,933
58,286
58,1381
58,35
58,256
58,830
58,741
58,1203
58,815
58,640
58,1189
58,823
58,31
58,78
58,846
58,223
58,562
58,0
58,434
58,308
58,1145
58,559
58,395
58,1212
58,290
58,29
58,203
58,255
58,296
58,307
58,323
58,325
58,288
58,432
58,485
58,507
58,557
58,566
58,565
58,809
58,831
58,832
58,883
58,909
58,926
58,1014
58,1016
58,1031
58,1041
58,1095
58,1125
58,1171
58,1172
58,1173
58,1264
58,1351
58,1352
58,1384
814,67
814,507
814,11
814,64
814,967
814,1057
814,935
814,1144
814,1042
814,815
814,417
814,465
814,1043
814,93
814,553
814,153
814,855
814,349
814,939
814,311
814,928
814,1336
814,1009
814,361
814,1170
814,845
814,771
814,1331
814,10
814,1063
814,60
814,966
814,1259
814,1138
814,1020
814,62
814,21
814,65
814,68
814,69
814,70
814,71
814,72
814,226
814,363
814,418
814,662
814,706
814,833
814,885
814,1031
814,1044
814,1111
814,1192
1333,454
1333,1170
1333,967
1333,1241
1333,452
1333,507
1333,443
1333,729
1333,979
1333,1167
1333,1067
1333,533
1333,449
1333,950
1333,1226
1333,1225
1333,406
1333,75
1333,455
1333,456
1333,457
1333,558
1333,560
1333,561
1333,562
1333,827
1333,854
1333,1171
1333,1172
1333,1173
1333,1224
109,255
109,445
109,254
109,297
109,1177
109,1262
109,558
109,791
109,560
109,585
109,256
109,1144
109,854
109,296
109,1336
109,792
109,561
109,774
109,562
109,1174
109,1053
109,145
109,238
109,493
109,587
109,588
127,369
127,254
127,855
127,488
127,1054
127,507
127,257
127,650
127,292
127,645
127,365
127,255
127,1060
127,944
127,842
127,1322
127,256
127,1317
127,903
127,307
127,323
127,815
127,926
127,1294
272,1170
272,736
272,628
272,108
272,350
272,1263
272,302
272,666
272,1345
272,1347
272,38
272,705
272,749
272,195
272,36
272,1315
272,1191
272,706
272,247
272,668
272,196
272,827
272,1031
272,1240
1354,1148
1354,1144
1354,507
1354,1170
1354,462
1354,153
1354,1284
1354,11
1354,939
1354,1336
1354,278
1354,464
1354,194
1354,118
1354,620
1354,935
1354,1192
1354,366
1354,1032
1354,845
1354,879
1076,257
1076,153
1076,939
1076,203
1076,1274
1076,177
1076,703
1076,365
1076,698
1076,149
1076,689
1076,1344
1076,224
1076,247
1076,316
1076,355
1076,503
1076,697
1076,887
1076,909
1076,933
1191,365
1191,280
1191,257
1191,967
1191,1299
1191,507
1191,1336
1191,774
1191,1041
1191,14
1191,583
1191,1331
1191,1112
1191,1158
1191,35
1191,1144
1191,210
1191,935
1191,991
1191,1396
1191,698
1191,1332
1191,487
1191,879
1191,855
1191,784
1191,222
1191,258
1191,27
1191,747
1191,470
1191,407
1191,1286
1191,900
1191,269
1191,92
1191,1240
1191,366
1191,20
1191,389
1191,953
1191,1362
1191,383
1191,786
1191,346
1191,701
1191,207
1191,857
1191,1364
1191,683
1191,611
1191,371
1191,574
1191,485
1191,1387
1191,549
1191,1395
1191,1276
1191,143
1191,235
1191,281
1191,282
1191,327
1191,536
1191,598
1191,826
1191,858
1191,1213
1191,1359
1191,1385
1644,257
1644,365
1644,120
1644,623
1644,259
1644,433
1644,328
1644,706
1644,698
1644,93
1644,254
1644,255
1644,256
1644,547
1644,626
1644,784
1644,927
1067,1144
1067,27
1067,257
1067,507
1067,815
1067,982
1067,365
1067,1299
1067,935
1067,1091
1067,1311
1067,1192
1067,11
1067,892
1067,1323
1067,706
1067,845
1067,1092
502,198
502,259
502,190
502,1262
502,257
502,586
502,1170
502,35
502,197
502,189
502,590
502,945
502,765
502,67
502,1042
502,559
502,946
502,562
502,131
502,308
502,292
502,71
502,1031
502,1171
502,1172
502,1173
1116,309
1116,950
1116,774
1116,507
1116,257
1116,67
1116,571
1116,312
1116,1144
1116,689
1116,64
1116,62
1116,60
1116,11
1116,65
1116,66
1116,259
1116,61
1116,71
262,855
262,645
262,518
262,167
262,47
262,55
262,104
262,252
262,515
262,650
262,664
262,677
262,805
262,831
262,871
262,872
262,923
262,976
262,1123
262,1121
262,1363
641,410
641,1144
641,557
641,854
641,189
641,190
641,254
641,255
641,256
641,257
641,259
641,307
641,308
641,323
641,558
641,559
641,560
641,561
641,562
641,564
641,566
641,567
641,565
641,649
641,650
641,855
641,926
641,1145
1057,1170
1057,222
1057,153
1057,257
1057,1054
1057,1080
1057,258
1057,1041
1057,1144
1057,365
1057,284
1057,689
1057,1277
1057,1278
1057,826
1057,695
1499,620
1499,153
1499,152
1499,816
1499,1015
1499,643
1499,1148
1499,11
1499,367
1499,21
1499,1057
1499,1247
1499,164
1499,1256
1499,854
1499,131
1499,815
1499,317
1499,22
1499,161
1499,162
1499,163
1499,648
1499,817
1499,1016
1499,1017
1499,1248
1499,1249
1499,1250
1499,1254
1499,1255
1499,1251
1499,1252
1499,1253
170,296
170,864
170,297
170,649
170,967
170,431
170,430
170,842
170,152
170,181
170,1217
170,643
170,598
170,339
170,865
170,1041
605,365
605,403
605,1262
605,698
605,774
605,500
605,583
605,1332
605,1112
605,933
605,1263
605,1261
605,485
605,620
605,553
605,742
605,243
605,257
605,769
605,20
605,888
605,246
605,909
605,1334
605,1333
605,1331
1066,11
1066,1170
1066,1299
1066,110
1066,845
1066,1144
1066,264
1066,1283
1066,365
1066,1146
1066,1032
1066,1031
1066,1171
279,1144
279,1148
279,348
279,623
279,507
279,753
279,845
279,662
279,1246
279,1258
279,1391
279,1074
279,650
279,1091
279,1278
279,784
279,854
279,816
279,774
279,257
279,815
279,1140
279,966
279,802
279,532
279,392
279,1244
279,1041
279,789
279,1299
279,768
279,884
279,1335
279,1240
279,20
279,249
279,483
279,846
279,934
279,607
279,35
279,312
279,583
279,606
279,698
279,168
279,377
279,476
279,509
279,7
279,41
279,347
279,383
279,469
279,485
279,530
279,548
279,558
279,559
279,560
279,561
279,562
279,570
279,553
279,624
279,626
279,754
279,881
279,909
279,933
279,1092
279,1098
279,1198
279,1199
279,1200
161,365
161,1015
161,1170
161,1159
161,454
161,903
161,594
161,1009
161,257
161,733
161,1177
161,950
161,730
161,137
161,823
161,558
161,259
161,855
161,1244
161,791
161,462
161,1144
161,453
161,1129
161,387
161,786
161,1198
161,1344
161,267
161,712
161,1214
161,487
161,348
161,222
161,110
161,650
161,967
161,1006
161,906
161,242
161,595
161,1186
161,919
161,436
161,1209
161,1228
161,1114
161,1175
161,561
161,792
161,587
161,175
161,174
161,243
161,245
161,301
161,302
161,349
161,560
161,562
161,585
161,586
161,588
161,589
161,590
161,592
161,729
161,675
161,778
161,779
161,780
161,826
161,854
161,905
161,908
161,964
161,1016
161,1125
161,1128
161,1171
161,1172
161,1190
161,1199
161,1200
161,1210
161,1234
161,1235
161,1267
161,1347
161,1346
161,1345
1613,365
1613,855
1613,1188
1613,854
1613,1218
1613,1227
1613,15
1613,1179
1613,145
1613,1213
1613,1259
1613,798
1613,1068
1613,47
1613,766
1613,857
1613,1180
1613,1181
1157,1299
1157,1144
1157,507
1157,1335
1157,928
1157,257
1157,1283
1157,583
1157,1396
1157,15
1157,1053
1157,1331
1157,226
1157,1300
1157,1388
274,280
274,153
274,1336
274,534
274,1372
274,137
274,108
274,558
274,897
274,164
274,1005
274,1054
274,284
274,650
274,110
274,712
274,1354
274,135
274,939
274,1265
274,298
274,1170
274,774
274,672
274,1244
274,87
274,80
274,594
274,118
274,736
274,623
274,760
274,301
274,625
274,210
274,922
274,383
274,469
274,1134
274,1271
274,732
274,387
274,934
274,292
274,808
274,1392
274,559
274,671
274,368
274,978
274,369
274,327
274,888
274,673
274,840
274,1175
274,462
274,562
274,827
274,1383
274,1144
274,571
274,784
274,463
274,822
274,427
274,595
274,1161
274,460
274,553
274,269
274,459
274,470
274,586
274,666
274,58
274,136
274,273
274,302
274,303
274,304
274,305
274,282
274,349
274,377
274,461
274,590
274,626
274,730
274,733
274,786
274,927
274,1171
274,1172
274,1173
274,1214
274,1215
274,1216
274,1217
274,1366
274,1367
274,1368
274,1369
274,1370
274,1371
274,1373
467,200
467,189
467,197
467,199
467,190
467,187
467,1088
467,188
467,198
467,854
467,38
687,1144
687,1015
687,507
687,361
687,597
687,650
687,47
687,623
687,1299
687,1
687,1211
687,533
687,848
687,1218
687,1212
687,900
687,1091
687,1129
687,855
687,849
687,521
687,210
687,502
687,850
687,64
687,558
687,1157
687,60
687,798
687,574
687,784
687,65
687,363
687,562
687,626
687,1092
687,1331
1599,1082
1599,990
1599,1144
1599,1168
1599,984
1599,855
1599,258
1599,991
1599,1170
1599,1299
1599,1068
1599,269
1599,707
1599,507
1599,708
1599,741
1599,854
1599,985
1599,992
1599,986
1599,987
1599,988
1599,989
1599,1077
1599,1133
1599,1167
1599,1171
1599,1172
1599,1173
935,558
935,1144
935,1211
935,561
935,560
935,650
935,255
935,649
935,254
935,256
935,559
935,562
935,565
920,365
920,947
920,1316
920,1148
920,1258
920,596
920,1299
920,507
920,373
920,192
920,191
920,1
920,193
745,365
745,257
745,950
745,311
745,259
745,650
745,931
745,137
745,802
745,967
745,386
745,87
745,801
745,443
745,1121
745,92
745,1027
745,606
745,821
745,768
745,343
745,1024
745,441
745,249
745,1144
745,254
745,310
745,933
745,486
745,787
745,819
745,1161
745,550
745,1105
745,1040
745,615
745,536
745,816
745,507
745,740
745,100
745,1211
745,1278
745,253
745,1142
745,328
745,1349
745,1041
745,985
745,1201
745,1148
745,222
745,347
745,744
745,21
745,855
745,373
745,1049
745,1158
745,868
745,978
745,308
745,108
745,1039
745,1063
745,1015
745,106
745,287
745,689
745,818
745,1110
745,14
745,1258
745,210
745,645
745,1104
745,649
745,229
745,47
745,1217
745,262
745,30
745,475
745,851
745,1362
745,334
745,333
745,1270
745,557
745,415
745,72
745,1290
745,1
745,8
745,33
745,39
745,49
745,56
745,120
745,89
745,136
745,138
745,139
745,140
745,152
745,160
745,161
745,162
745,163
745,209
745,255
745,256
745,273
745,285
745,327
745,329
745,341
745,342
745,375
745,377
745,429
745,430
745,431
745,432
745,434
745,445
745,451
745,476
745,509
745,513
745,495
745,559
745,560
745,561
745,562
745,565
745,569
745,598
745,611
745,712
745,741
745,783
745,784
745,792
745,805
745,806
745,826
745,854
745,882
745,883
745,886
745,925
745,954
745,958
745,990
745,1001
745,1028
745,1047
745,1072
745,1109
745,1152
745,1166
745,1182
745,1225
745,1291
745,1302
745,1336
745,1350
745,1373
1252,67
1252,606
1252,1066
1252,763
1252,60
1252,417
1252,65
1252,64
1252,62
1252,66
1252,61
1252,68
1252,69
1252,70
1252,71
1170,365
1170,3
1170,58
1170,143
1170,487
1170,547
1170,553
1170,662
1170,706
1170,845
1170,862
1170,895
1170,888
1170,935
1170,1112
1170,1241
1170,1299
1170,1336
1170,1331
601,1015
601,765
601,945
601,721
601,724
601,946
601,722
601,406
601,1041
601,1338
601,725
601,727
559,1170
559,153
559,462
559,436
559,760
559,917
559,687
559,1148
559,750
559,1049
559,738
559,1247
559,210
559,292
559,87
559,1187
559,255
559,172
559,1218
559,939
559,257
559,643
559,1054
559,1033
559,604
559,19
559,761
559,387
559,1144
559,650
559,454
559,1275
559,640
559,30
559,1344
559,1258
559,1383
559,1317
559,375
559,1263
559,177
559,38
559,993
559,1249
559,1052
559,1230
559,1372
559,1143
559,1039
559,703
559,273
559,641
559,854
559,137
559,1101
559,169
559,768
559,962
559,670
559,1159
559,321
559,374
559,311
559,276
559,365
559,927
559,1214
559,1121
559,1104
559,13
559,222
559,749
